sku,categories,short_description,description,price,special_price,is_in_stock,additional_attributes,created_at,updated_at
Face 007,"Default Category/Paintings,Default Category/Paintings/Style,Default Category/Paintings/Medium,Default Category/Paintings/Medium/Acrylic,Default Category/Paintings/Abstract Paintings,Default Category/Paintings/Style/Contemporary,Default Category/Paintings/Abstract Paintings/Modern Art, Contemporary Art,Default Category/Paintings/Surface,Default Category/Paintings/Surface/Canvas,Default Category/Show by Room,Default Category/Show by Room/Bed Room,Default Category/Room by View/Bed Room View,Default Category/Room by View","<p><span data-sheets-value=""{""1"":2,""2"":""Modern art Paintings in Canvas medium adds definite charisma to your Living Room""}"" data-sheets-userformat=""{""2"":15357,""3"":{""1"":0},""5"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""6"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""7"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""8"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""9"":0,""10"":0,""11"":4,""12"":0,""14"":{""1"":2,""2"":0},""15"":""Arial"",""16"":10}"">Modern art Paintings in Canvas medium adds definite charisma to your Living Room</span></p>",,,,1,"medium=""Acrylic"",most_purchased=""No"",tier_price_config_for_store=""Merge tier price and tier price for store view"",artist_price=""25000"",jd_trends_artist=""2"",prirority=""10""","12/16/20, 5:55 AM","12/20/21, 10:11 AM"
Composition 016,"Default Category/Paintings,Default Category/Paintings/Style,Default Category/Paintings/Medium,Default Category/Paintings/Medium/Acrylic,Default Category/Paintings/Abstract Paintings,Default Category/Paintings/Style/Contemporary,Default Category/Paintings/Abstract Paintings/Modern Art, Contemporary Art,Default Category/Paintings/Surface,Default Category/Paintings/Surface/Canvas,Default Category/Show by Room,Default Category/Show by Room/Living Room,Default Category/Room by View/Living Room View,Default Category/Room by View","<p><span data-sheets-value=""{""1"":2,""2"":""Modern art Paintings in Canvas medium adds definite charisma to your Living Room""}"" data-sheets-userformat=""{""2"":15357,""3"":{""1"":0},""5"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""6"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""7"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""8"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""9"":0,""10"":0,""11"":4,""12"":0,""14"":{""1"":2,""2"":0},""15"":""Arial"",""16"":10}"">Modern art Paintings in Canvas medium adds definite charisma to your Living Room</span></p>",,,,1,"medium=""Acrylic"",most_purchased=""No"",tier_price_config_for_store=""Merge tier price and tier price for store view"",artist_price=""35000"",jd_trends_artist=""2"",prirority=""8""","12/16/20, 6:01 AM","5/2/22, 3:57 PM"
floral series 01,"Default Category/Paintings,Default Category/Paintings/Style,Default Category/Paintings/Medium,Default Category/Paintings/Landscape Paintings,Default Category/Paintings/Style/Abstract,Default Category/Paintings/Medium/Watercolor,Default Category/Paintings/Landscape Paintings/Flower Paintings,Default Category/Paintings/Surface,Default Category/Paintings/Surface/Art Paper,Default Category/Show by Room,Default Category/Show by Room/Bed Room,Default Category/Room by View/Bed Room View,Default Category/Room by View","<p><span data-sheets-value=""{""1"":2,""2"":""Enhance the beauty of Your Walls through Flower Painting""}"" data-sheets-userformat=""{""2"":15357,""3"":{""1"":0},""5"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""6"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""7"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""8"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""9"":0,""10"":2,""11"":0,""12"":0,""14"":{""1"":2,""2"":0},""15"":""Arial"",""16"":10}"">Enhance the beauty of Your Walls through Flower Painting</span></p>",,,,1,"medium=""Watercolor"",most_purchased=""No"",tier_price_config_for_store=""Merge tier price and tier price for store view"",artist_price=""6000"",jd_trends_artist=""2"",prirority=""6""","12/17/20, 5:53 AM","12/20/21, 10:11 AM"
floral series  02,"Default Category/Paintings,Default Category/Paintings/Style,Default Category/Paintings/Medium,Default Category/Paintings/Landscape Paintings,Default Category/Paintings/Style/Abstract,Default Category/Paintings/Medium/Watercolor,Default Category/Paintings/Landscape Paintings/Flower Paintings,Default Category/Paintings/Surface,Default Category/Paintings/Surface/Art Paper,Default Category/Show by Room,Default Category/Show by Room/Bed Room,Default Category/Room by View/Bed Room View,Default Category/Room by View","<p><span data-sheets-value=""{""1"":2,""2"":""Enhance the beauty of Your Walls through Flower Painting""}"" data-sheets-userformat=""{""2"":15357,""3"":{""1"":0},""5"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""6"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""7"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""8"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""9"":0,""10"":2,""11"":0,""12"":0,""14"":{""1"":2,""2"":0},""15"":""Arial"",""16"":10}"">Enhance the beauty of Your Walls through Flower Painting</span></p>",,,,1,"medium=""Watercolor"",most_purchased=""No"",tier_price_config_for_store=""Merge tier price and tier price for store view"",artist_price=""6000"",jd_trends_artist=""2"",prirority=""8""","12/17/20, 5:58 AM","12/20/21, 10:11 AM"
floral series  03,"Default Category/Paintings,Default Category/Paintings/Style,Default Category/Paintings/Medium,Default Category/Paintings/Landscape Paintings,Default Category/Paintings/Style/Abstract,Default Category/Paintings/Medium/Watercolor,Default Category/Paintings/Landscape Paintings/Flower Paintings,Default Category/Paintings/Surface,Default Category/Paintings/Surface/Art Paper,Default Category/Show by Room,Default Category/Show by Room/Bed Room,Default Category/Room by View/Bed Room View,Default Category/Room by View","<p><span data-sheets-value=""{""1"":2,""2"":""Enhance the beauty of Your Walls through Flower Painting""}"" data-sheets-userformat=""{""2"":15357,""3"":{""1"":0},""5"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""6"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""7"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""8"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""9"":0,""10"":2,""11"":0,""12"":0,""14"":{""1"":2,""2"":0},""15"":""Arial"",""16"":10}"">Enhance the beauty of Your Walls through Flower Painting</span></p>",,,,1,"medium=""Watercolor"",most_purchased=""No"",tier_price_config_for_store=""Merge tier price and tier price for store view"",artist_price=""5000"",jd_trends_artist=""2"",prirority=""6""","12/17/20, 6:23 AM","12/20/21, 10:11 AM"
floral series  09,"Default Category/Paintings,Default Category/Paintings/Style,Default Category/Paintings/Medium,Default Category/Paintings/Landscape Paintings,Default Category/Paintings/Medium/Acrylic,Default Category/Paintings/Style/Abstract,Default Category/Paintings/Landscape Paintings/Flower Paintings,Default Category/Paintings/Surface,Default Category/Paintings/Surface/Canvas,Default Category/Show by Room,Default Category/Show by Room/Bed Room,Default Category/Room by View/Bed Room View,Default Category/Room by View","<p><span data-sheets-value=""{""1"":2,""2"":""Enhance the beauty of Your Walls through Flower Painting""}"" data-sheets-userformat=""{""2"":15357,""3"":{""1"":0},""5"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""6"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""7"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""8"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""9"":0,""10"":2,""11"":0,""12"":0,""14"":{""1"":2,""2"":0},""15"":""Arial"",""16"":10}"">Enhance the beauty of Your Walls through Flower Painting</span></p>",,,,1,"medium=""Acrylic"",most_purchased=""No"",tier_price_config_for_store=""Merge tier price and tier price for store view"",artist_price=""10000"",jd_trends_artist=""2"",prirority=""10""","12/17/20, 7:02 AM","12/20/21, 10:11 AM"
floral series  10,"Default Category/Paintings,Default Category/Paintings/Style,Default Category/Paintings/Medium,Default Category/Paintings/Landscape Paintings,Default Category/Paintings/Style/Abstract,Default Category/Paintings/Medium/Watercolor,Default Category/Paintings/Landscape Paintings/Flower Paintings,Default Category/Paintings/Surface,Default Category/Paintings/Surface/Canvas,Default Category/Show by Room,Default Category/Show by Room/Bed Room,Default Category/Room by View/Bed Room View,Default Category/Room by View","<p>100% Original, Hand Painted Abstract Art paintings for your Living room or bed room wall</p>",,,,1,"medium=""Acrylic"",most_purchased=""No"",tier_price_config_for_store=""Merge tier price and tier price for store view"",artist_price=""5000"",jd_trends_artist=""2"",prirority=""10""","12/17/20, 7:03 AM","11/27/21, 1:06 PM"
floral series  11,"Default Category/Paintings,Default Category/Paintings/Style,Default Category/Paintings/Medium,Default Category/Paintings/Landscape Paintings,Default Category/Paintings/Medium/Acrylic,Default Category/Paintings/Style/Abstract,Default Category/Paintings/Landscape Paintings/Flower Paintings,Default Category/Paintings/Surface,Default Category/Paintings/Surface/Art Paper,Default Category/Show by Room,Default Category/Show by Room/Bed Room,Default Category/Room by View/Bed Room View,Default Category/Room by View","<p>100% Original, Hand Painted Abstract Art paintings for your Living room or bed room wall</p>",,,,1,"medium=""Watercolor"",most_purchased=""No"",tier_price_config_for_store=""Merge tier price and tier price for store view"",artist_price=""5000"",jd_trends_artist=""2"",prirority=""10""","12/17/20, 7:05 AM","11/27/21, 1:06 PM"
FLORAL VASE 12,"Default Category/Paintings,Default Category/Paintings/Style,Default Category/Paintings/Medium,Default Category/Paintings/Medium/Oil,Default Category/Paintings/Still Life Paintings,Default Category/Paintings/Style/Abstract,Default Category/Paintings/Still Life Paintings/Object Paintings,Default Category/Paintings/Surface,Default Category/Paintings/Surface/Canvas,Default Category/Show by Room,Default Category/Show by Room/Dining Room,Default Category/Room by View,Default Category/Room by View/Dining Room View","<p><span data-sheets-value=""{""1"":2,""2"":""Oil painting on canvas gives a durable rich, elegant, look and feel that is long lasting.  With proper colors, texture the painting can last long to more than 100 years!!""}"" data-sheets-userformat=""{""2"":15357,""3"":{""1"":0},""5"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""6"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""7"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""8"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""9"":0,""10"":0,""11"":4,""12"":0,""14"":{""1"":2,""2"":0},""15"":""Arial"",""16"":10}"">Oil painting on canvas gives a durable rich, elegant, look and feel that is long lasting. With proper colors, texture the painting can last long to more than 100 years!!</span></p>",,,,1,"medium=""Oil"",most_purchased=""No"",tier_price_config_for_store=""Merge tier price and tier price for store view"",artist_price=""11000"",jd_trends_artist=""2"",prirority=""10""","12/17/20, 7:48 AM","12/20/21, 10:10 AM"
The Dreamz,"Default Category/Paintings,Default Category/Paintings/Style,Default Category/Paintings/Medium,Default Category/Paintings/Medium/Acrylic,Default Category/Paintings/Abstract Paintings,Default Category/Paintings/Style/Abstract,Default Category/Paintings/Abstract Paintings/Trendy Abstract Paintings,Default Category/Paintings/Surface,Default Category/Paintings/Surface/Canvas,Default Category/Show by Room,Default Category/Show by Room/Living Room,Default Category/Room by View/Living Room View,Default Category/Room by View","<p><span data-sheets-value=""{""1"":2,""2"":""Abstract art can be a very refreshing and dynamic addition to a space like the kitchen""}"" data-sheets-userformat=""{""2"":15357,""3"":{""1"":0},""5"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""6"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""7"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""8"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""9"":0,""10"":0,""11"":4,""12"":0,""14"":{""1"":2,""2"":0},""15"":""Arial"",""16"":10}"">Abstract art can be a very refreshing and dynamic addition to a space like the kitchen</span></p>",,,,1,"medium=""Acrylic"",most_purchased=""No"",tier_price_config_for_store=""Merge tier price and tier price for store view"",artist_price=""38000"",jd_trends_artist=""2"",prirority=""8""","12/22/20, 9:43 AM","6/6/24, 4:16 PM"
floral series 04,"Default Category/Paintings,Default Category/Paintings/Style,Default Category/Paintings/Medium,Default Category/Paintings/Landscape Paintings,Default Category/Paintings/Style/Abstract,Default Category/Paintings/Medium/Watercolor,Default Category/Paintings/Landscape Paintings/Flower Paintings,Default Category/Paintings/Surface,Default Category/Paintings/Surface/Art Paper,Default Category/Show by Room,Default Category/Show by Room/Bed Room,Default Category/Room by View/Bed Room View,Default Category/Room by View","<p><span data-sheets-value=""{""1"":2,""2"":""The abstract art on the walls matches the minimalist color palette and adds a warm vibe""}"" data-sheets-userformat=""{""2"":15357,""3"":{""1"":0},""5"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""6"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""7"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""8"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""9"":0,""10"":0,""11"":4,""12"":0,""14"":{""1"":2,""2"":0},""15"":""Arial"",""16"":10}"">The abstract art on the walls matches the minimalist color palette and adds a warm vibe</span></p>",,,,1,"medium=""Watercolor"",most_purchased=""No"",tier_price_config_for_store=""Merge tier price and tier price for store view"",artist_price=""6000"",jd_trends_artist=""2"",prirority=""6""","12/22/20, 10:02 AM","5/12/22, 2:56 PM"
floral series 05,"Default Category/Paintings,Default Category/Paintings/Style,Default Category/Paintings/Medium,Default Category/Paintings/Landscape Paintings,Default Category/Paintings/Medium/Acrylic,Default Category/Paintings/Style/Abstract,Default Category/Paintings/Landscape Paintings/Flower Paintings,Default Category/Paintings/Surface,Default Category/Paintings/Surface/Art Paper,Default Category/Show by Room,Default Category/Show by Room/Bed Room,Default Category/Room by View/Bed Room View,Default Category/Room by View","<p><span data-sheets-value=""{""1"":2,""2"":""The abstract art on the walls matches the minimalist color palette and adds a warm vibe""}"" data-sheets-userformat=""{""2"":15357,""3"":{""1"":0},""5"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""6"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""7"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""8"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""9"":0,""10"":0,""11"":4,""12"":0,""14"":{""1"":2,""2"":0},""15"":""Arial"",""16"":10}"">The abstract art on the walls matches the minimalist color palette and adds a warm vibe</span></p>",,,,1,"medium=""Watercolor"",most_purchased=""No"",tier_price_config_for_store=""Merge tier price and tier price for store view"",artist_price=""6000"",jd_trends_artist=""2"",prirority=""8""","12/22/20, 10:03 AM","5/12/22, 3:05 PM"
floral series 07,"Default Category/Paintings,Default Category/Paintings/Style,Default Category/Paintings/Medium,Default Category/Paintings/Landscape Paintings,Default Category/Paintings/Medium/Acrylic,Default Category/Paintings/Style/Abstract,Default Category/Paintings/Landscape Paintings/Flower Paintings,Default Category/Paintings/Surface,Default Category/Paintings/Surface/Art Paper,Default Category/Show by Room,Default Category/Show by Room/Bed Room,Default Category/Room by View/Bed Room View,Default Category/Room by View","<p><span data-sheets-value=""{""1"":2,""2"":""The abstract art on the walls matches the minimalist color palette and adds a warm vibe""}"" data-sheets-userformat=""{""2"":15357,""3"":{""1"":0},""5"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""6"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""7"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""8"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""9"":0,""10"":0,""11"":4,""12"":0,""14"":{""1"":2,""2"":0},""15"":""Arial"",""16"":10}"">The abstract art on the walls matches the minimalist color palette and adds a warm vibe</span></p>",,,,1,"medium=""Watercolor"",most_purchased=""No"",tier_price_config_for_store=""Merge tier price and tier price for store view"",artist_price=""6000"",jd_trends_artist=""2"",prirority=""7""","12/22/20, 10:04 AM","5/12/22, 3:01 PM"
floral series 08,"Default Category/Paintings,Default Category/Paintings/Style,Default Category/Paintings/Medium,Default Category/Paintings/Landscape Paintings,Default Category/Paintings/Style/Abstract,Default Category/Paintings/Medium/Watercolor,Default Category/Paintings/Landscape Paintings/Flower Paintings,Default Category/Paintings/Surface,Default Category/Paintings/Surface/Art Paper,Default Category/Show by Room,Default Category/Show by Room/Bed Room,Default Category/Room by View/Bed Room View,Default Category/Room by View","<p><span data-sheets-value=""{""1"":2,""2"":""The abstract art on the walls matches the minimalist color palette and adds a warm vibe""}"" data-sheets-userformat=""{""2"":15357,""3"":{""1"":0},""5"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""6"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""7"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""8"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""9"":0,""10"":0,""11"":4,""12"":0,""14"":{""1"":2,""2"":0},""15"":""Arial"",""16"":10}"">The abstract art on the walls matches the minimalist color palette and adds a warm vibe</span></p>",,,,1,"medium=""Watercolor"",most_purchased=""No"",tier_price_config_for_store=""Merge tier price and tier price for store view"",artist_price=""6000"",jd_trends_artist=""2"",prirority=""7""","12/22/20, 10:10 AM","12/20/21, 10:10 AM"
